id,shubetu_id,kokushi_id,school_cd,gakubu_cd,bunri_type,school_name,school_kananame,gakubu_name
1,1,2,270,46,1,愛国学園大学,アイコクガクエンダイガク,人間文化学部
2,1,2,270,991,1,愛国学園大学,アイコクガクエンダイガク,その他文系学部
3,1,2,270,992,2,愛国学園大学,アイコクガクエンダイガク,その他理系学部
4,1,2,915,171,2,愛知医科大学,アイチイカダイガク,医学部
5,1,2,915,693,2,愛知医科大学,アイチイカダイガク,看護学部
6,1,2,915,991,1,愛知医科大学,アイチイカダイガク,その他文系学部
7,1,2,915,992,2,愛知医科大学,アイチイカダイガク,その他理系学部
8,0,2,7915,664,2,愛知医科大学大学院,アイチイカダイガクダイガクイン,医学研究科
9,0,2,7915,692,2,愛知医科大学大学院,アイチイカダイガクダイガクイン,看護学研究科
10,0,2,7915,994,1,愛知医科大学大学院,アイチイカダイガクダイガクイン,その他文系研究科
11,0,2,7915,995,2,愛知医科大学大学院,アイチイカダイガクダイガクイン,その他理系研究科
12,1,2,485,1,1,愛知学院大学,アイチガクインダイガク,法学部
13,1,2,485,4,1,愛知学院大学,アイチガクインダイガク,経済学部
14,1,2,485,7,1,愛知学院大学,アイチガクインダイガク,経営学部
15,1,2,485,9,1,愛知学院大学,アイチガクインダイガク,商学部
16,1,2,485,36,1,愛知学院大学,アイチガクインダイガク,総合政策学部
17,1,2,485,03A,1,愛知学院大学,アイチガクインダイガク,心身科学部
18,1,2,485,41,1,愛知学院大学,アイチガクインダイガク,文学部
19,1,2,485,161,2,愛知学院大学,アイチガクインダイガク,薬学部
20,1,2,485,774,2,愛知学院大学,アイチガクインダイガク,歯学部
21,1,2,485,991,1,愛知学院大学,アイチガクインダイガク,その他文系学部
22,1,2,485,992,2,愛知学院大学,アイチガクインダイガク,その他理系学部
23,0,2,7485,04Z,1,愛知学院大学大学院,アイチガクインダイガクダイガクイン,心身科学研究科
24,0,2,7485,09Z,2,愛知学院大学大学院,アイチガクインダイガクダイガクイン,薬科学研究科
25,0,2,7485,219,1,愛知学院大学大学院,アイチガクインダイガクダイガクイン,法務研究科
26,0,2,7485,702,1,愛知学院大学大学院,アイチガクインダイガクダイガクイン,経営学研究科
27,0,2,7485,714,1,愛知学院大学大学院,アイチガクインダイガクダイガクイン,経済学研究科
28,0,2,7485,773,2,愛知学院大学大学院,アイチガクインダイガクダイガクイン,歯学研究科
29,0,2,7485,792,1,愛知学院大学大学院,アイチガクインダイガクダイガクイン,商学研究科
30,0,2,7485,878,1,愛知学院大学大学院,アイチガクインダイガクダイガクイン,総合政策研究科
31,0,2,7485,929,1,愛知学院大学大学院,アイチガクインダイガクダイガクイン,文学研究科
32,0,2,7485,942,1,愛知学院大学大学院,アイチガクインダイガクダイガクイン,法学研究科
33,0,2,7485,955,2,愛知学院大学大学院,アイチガクインダイガクダイガクイン,薬学研究科
34,0,2,7485,994,1,愛知学院大学大学院,アイチガクインダイガクダイガクイン,その他文系研究科
35,0,2,7485,995,2,愛知学院大学大学院,アイチガクインダイガクダイガクイン,その他理系研究科
36,1,2,486,7,1,愛知学泉大学,アイチガクセンダイガク,経営学部
37,1,2,486,93,1,愛知学泉大学,アイチガクセンダイガク,家政学部
38,1,2,486,31C,1,愛知学泉大学,アイチガクセンダイガク,現代マネジメント学部
39,1,2,486,629,1,愛知学泉大学,アイチガクセンダイガク,コミュニティ政策学部
40,1,2,486,991,1,愛知学泉大学,アイチガクセンダイガク,その他文系学部
41,1,2,486,992,2,愛知学泉大学,アイチガクセンダイガク,その他理系学部
42,1,1,80,77,1,愛知教育大学,アイチキヨウイクダイガク,教育学部
43,1,1,80,991,1,愛知教育大学,アイチキヨウイクダイガク,その他文系学部
44,1,1,80,992,2,愛知教育大学,アイチキヨウイクダイガク,その他理系学部
45,0,1,7080,10L,1,愛知教育大学大学院,アイチキヨウイクダイガクダイガクイン,教育実践研究科
46,0,1,7080,697,1,愛知教育大学大学院,アイチキヨウイクダイガクダイガクイン,教育学研究科
47,0,1,7080,697,2,愛知教育大学大学院,アイチキヨウイクダイガクダイガクイン,教育学研究科
48,0,1,7080,994,1,愛知教育大学大学院,アイチキヨウイクダイガクダイガクイン,その他文系研究科
49,0,1,7080,995,2,愛知教育大学大学院,アイチキヨウイクダイガクダイガクイン,その他理系研究科
50,1,1,82,86,1,愛知県立芸術大学,アイチケンリツゲイジユツダイガク,美術学部
51,1,1,82,674,1,愛知県立芸術大学,アイチケンリツゲイジユツダイガク,音楽学部
52,1,1,82,991,1,愛知県立芸術大学,アイチケンリツゲイジユツダイガク,その他文系学部
53,1,1,82,992,2,愛知県立芸術大学,アイチケンリツゲイジユツダイガク,その他理系学部
54,0,1,7082,676,1,愛知県立芸術大学大学院,アイチケンリツゲイジユツダイガクダイガクイン,音楽研究科
55,0,1,7082,915,1,愛知県立芸術大学大学院,アイチケンリツゲイジユツダイガクダイガクイン,美術研究科
56,0,1,7082,994,1,愛知県立芸術大学大学院,アイチケンリツゲイジユツダイガクダイガクイン,その他文系研究科
57,0,1,7082,995,2,愛知県立芸術大学大学院,アイチケンリツゲイジユツダイガクダイガクイン,その他理系研究科
58,1,1,81,37,1,愛知県立大学,アイチケンリツダイガク,外国語学部
59,1,1,81,44,1,愛知県立大学,アイチケンリツダイガク,日本文化学部
60,1,1,81,60,2,愛知県立大学,アイチケンリツダイガク,情報科学部
61,1,1,81,260,1,愛知県立大学,アイチケンリツダイガク,教育福祉学部
62,1,1,81,693,2,愛知県立大学,アイチケンリツダイガク,看護学部
63,1,1,81,991,1,愛知県立大学,アイチケンリツダイガク,その他文系学部
64,1,1,81,992,2,愛知県立大学,アイチケンリツダイガク,その他理系学部
65,0,1,7081,02B,1,愛知県立大学大学院,アイチケンリツダイガクダイガクイン,人間発達学研究科
66,0,1,7081,692,2,愛知県立大学大学院,アイチケンリツダイガクダイガクイン,看護学研究科
67,0,1,7081,768,1,愛知県立大学大学院,アイチケンリツダイガクダイガクイン,国際文化研究科
68,0,1,7081,807,2,愛知県立大学大学院,アイチケンリツダイガクダイガクイン,情報科学研究科
69,0,1,7081,994,1,愛知県立大学大学院,アイチケンリツダイガクダイガクイン,その他文系研究科
70,0,1,7081,995,2,愛知県立大学大学院,アイチケンリツダイガクダイガクイン,その他理系研究科
71,1,2,517,103,2,愛知工科大学,アイチコウカダイガク,工学部
72,1,2,517,991,1,愛知工科大学,アイチコウカダイガク,その他文系学部
73,1,2,517,992,2,愛知工科大学,アイチコウカダイガク,その他理系学部
74,0,2,7517,739,2,愛知工科大学大学院,アイチコウカダイガクダイガクイン,工学研究科
75,0,2,7517,994,1,愛知工科大学大学院,アイチコウカダイガクダイガクイン,その他文系研究科
76,0,2,7517,995,2,愛知工科大学大学院,アイチコウカダイガクダイガクイン,その他理系研究科
77,1,2,487,7,1,愛知工業大学,アイチコウギヨウダイガク,経営学部
78,1,2,487,60,2,愛知工業大学,アイチコウギヨウダイガク,情報科学部
79,1,2,487,103,2,愛知工業大学,アイチコウギヨウダイガク,工学部
80,1,2,487,991,1,愛知工業大学,アイチコウギヨウダイガク,その他文系学部
81,1,2,487,992,2,愛知工業大学,アイチコウギヨウダイガク,その他理系学部
82,0,2,7487,00X,1,愛知工業大学大学院,アイチコウギヨウダイガクダイガクイン,経営情報科学研究科
83,0,2,7487,739,2,愛知工業大学大学院,アイチコウギヨウダイガクダイガクイン,工学研究科
84,0,2,7487,994,1,愛知工業大学大学院,アイチコウギヨウダイガクダイガクイン,その他文系研究科
85,0,2,7487,995,2,愛知工業大学大学院,アイチコウギヨウダイガクダイガクイン,その他理系研究科
86,1,2,484,7,1,愛知産業大学,アイチサンギヨウダイガク,経営学部
87,1,2,484,84,1,愛知産業大学,アイチサンギヨウダイガク,造形学部
88,1,2,484,84,2,愛知産業大学,アイチサンギヨウダイガク,造形学部
89,1,2,484,991,1,愛知産業大学,アイチサンギヨウダイガク,その他文系学部
90,1,2,484,992,2,愛知産業大学,アイチサンギヨウダイガク,その他理系学部
91,0,2,7484,02I,2,愛知産業大学大学院,アイチサンギヨウダイガクダイガクイン,造形学研究科
92,0,2,7484,02I,1,愛知産業大学大学院,アイチサンギヨウダイガクダイガクイン,造形学研究科
93,0,2,7484,994,1,愛知産業大学大学院,アイチサンギヨウダイガクダイガクイン,その他文系研究科
94,0,2,7484,995,2,愛知産業大学大学院,アイチサンギヨウダイガクダイガクイン,その他理系研究科
95,1,2,488,41,1,愛知淑徳大学,アイチシユクトクダイガク,文学部
96,1,2,488,173,1,愛知淑徳大学,アイチシユクトクダイガク,メディアプロデュース学部
97,1,2,488,248,1,愛知淑徳大学,アイチシユクトクダイガク,ビジネス学部
98,1,2,488,290,2,愛知淑徳大学,アイチシユクトクダイガク,健康医療科学部
99,1,2,488,290,1,愛知淑徳大学,アイチシユクトクダイガク,健康医療科学部
100,1,2,488,292,1,愛知淑徳大学,アイチシユクトクダイガク,交流文化学部
101,1,2,488,299,1,愛知淑徳大学,アイチシユクトクダイガク,人間情報学部
102,1,2,488,323,1,愛知淑徳大学,アイチシユクトクダイガク,心理学部
103,1,2,488,353,1,愛知淑徳大学,アイチシユクトクダイガク,福祉貢献学部
104,1,2,488,500,1,愛知淑徳大学,アイチシユクトクダイガク,グローバル・コミュニケーション学部
105,1,2,488,825,1,愛知淑徳大学,アイチシユクトクダイガク,創造表現学部
106,1,2,488,991,1,愛知淑徳大学,アイチシユクトクダイガク,その他文系学部
107,1,2,488,992,2,愛知淑徳大学,アイチシユクトクダイガク,その他理系学部
108,0,2,7488,07I,1,愛知淑徳大学大学院,アイチシユクトクダイガクダイガクイン,グローバルカルチャー・コミュニケーション研究科
109,0,2,7488,197,1,愛知淑徳大学大学院,アイチシユクトクダイガクダイガクイン,ビジネス研究科
110,0,2,7488,225,1,愛知淑徳大学大学院,アイチシユクトクダイガクダイガクイン,文化創造研究科
111,0,2,7488,592,1,愛知淑徳大学大学院,アイチシユクトクダイガクダイガクイン,心理医療科学研究科
112,0,2,7488,697,1,愛知淑徳大学大学院,アイチシユクトクダイガクダイガクイン,教育学研究科
113,0,2,7488,994,1,愛知淑徳大学大学院,アイチシユクトクダイガクダイガクイン,その他文系研究科
114,0,2,7488,995,2,愛知淑徳大学大学院,アイチシユクトクダイガクダイガクイン,その他理系研究科
115,1,2,483,1,1,愛知大学,アイチダイガク,法学部
116,1,2,483,4,1,愛知大学,アイチダイガク,経済学部
117,1,2,483,7,1,愛知大学,アイチダイガク,経営学部
118,1,2,483,41,1,愛知大学,アイチダイガク,文学部
119,1,2,483,71,1,愛知大学,アイチダイガク,地域政策学部
120,1,2,483,145,1,愛知大学,アイチダイガク,現代中国学部
121,1,2,483,754,1,愛知大学,アイチダイガク,国際コミュニケーション学部
122,1,2,483,991,1,愛知大学,アイチダイガク,その他文系学部
123,1,2,483,992,2,愛知大学,アイチダイガク,その他理系学部
124,0,2,7483,00S,1,愛知大学大学院,アイチダイガクダイガクイン,会計研究科
125,0,2,7483,219,1,愛知大学大学院,アイチダイガクダイガクイン,法務研究科
126,0,2,7483,702,1,愛知大学大学院,アイチダイガクダイガクイン,経営学研究科
127,0,2,7483,714,1,愛知大学大学院,アイチダイガクダイガクイン,経済学研究科
128,0,2,7483,755,1,愛知大学大学院,アイチダイガクダイガクイン,国際コミュニケーション研究科
129,0,2,7483,902,1,愛知大学大学院,アイチダイガクダイガクイン,中国研究科
130,0,2,7483,929,1,愛知大学大学院,アイチダイガクダイガクイン,文学研究科
131,0,2,7483,942,1,愛知大学大学院,アイチダイガクダイガクイン,法学研究科
132,0,2,7483,994,1,愛知大学大学院,アイチダイガクダイガクイン,その他文系研究科
133,0,2,7483,995,2,愛知大学大学院,アイチダイガクダイガクイン,その他理系研究科
134,1,2,981,7,1,愛知東邦大学,アイチトウホウダイガク,経営学部
135,1,2,981,26,1,愛知東邦大学,アイチトウホウダイガク,人間学部
136,1,2,981,77,1,愛知東邦大学,アイチトウホウダイガク,教育学部
137,1,2,981,495,1,愛知東邦大学,アイチトウホウダイガク,人間健康学部
138,1,2,981,991,1,愛知東邦大学,アイチトウホウダイガク,その他文系学部
139,1,2,981,992,2,愛知東邦大学,アイチトウホウダイガク,その他理系学部
140,1,2,515,42,1,愛知文教大学,アイチブンキヨウダイガク,人文学部
141,1,2,515,991,1,愛知文教大学,アイチブンキヨウダイガク,その他文系学部
142,1,2,515,992,2,愛知文教大学,アイチブンキヨウダイガク,その他理系学部
143,0,2,7515,768,1,愛知文教大学大学院,アイチブンキヨウダイガクダイガクイン,国際文化研究科
144,0,2,7515,994,1,愛知文教大学大学院,アイチブンキヨウダイガクダイガクイン,その他文系研究科
145,0,2,7515,995,2,愛知文教大学大学院,アイチブンキヨウダイガクダイガクイン,その他理系研究科
146,1,2,496,23,1,愛知みずほ大学,アイチミズホダイガク,人間科学部
147,1,2,496,991,1,愛知みずほ大学,アイチミズホダイガク,その他文系学部
148,1,2,496,992,2,愛知みずほ大学,アイチミズホダイガク,その他理系学部
149,0,2,7496,823,1,愛知みずほ大学大学院,アイチミズホダイガクダイガクイン,人間科学研究科
150,0,2,7496,994,1,愛知みずほ大学大学院,アイチミズホダイガクダイガクイン,その他文系研究科
151,0,2,7496,995,2,愛知みずほ大学大学院,アイチミズホダイガクダイガクイン,その他理系研究科
152,1,1,25,655,2,会津大学,アイヅダイガク,コンピュータ理工学部
153,1,1,25,991,1,会津大学,アイヅダイガク,その他文系学部
154,1,1,25,992,2,会津大学,アイヅダイガク,その他理系学部
155,0,1,7025,654,2,会津大学大学院,アイヅダイガクダイガクイン,コンピュータ理工学研究科
156,0,1,7025,994,1,会津大学大学院,アイヅダイガクダイガクイン,その他文系研究科
157,0,1,7025,995,2,会津大学大学院,アイヅダイガクダイガクイン,その他理系研究科
158,1,2,267,194,2,藍野大学,アイノダイガク,医療保健学部
159,1,2,267,194,1,藍野大学,アイノダイガク,医療保健学部
160,1,2,267,991,1,藍野大学,アイノダイガク,その他文系学部
161,1,2,267,992,2,藍野大学,アイノダイガク,その他理系学部
162,0,2,7267,692,2,藍野大学大学院,アイノダイガクダイガクイン,看護学研究科
163,0,2,7267,994,1,藍野大学大学院,アイノダイガクダイガクイン,その他文系研究科
164,0,2,7267,995,2,藍野大学大学院,アイノダイガクダイガクイン,その他理系研究科
165,1,1,752,99,1,青森県立保健大学,アオモリケンリツホケンダイガク,健康科学部
166,1,1,752,99,2,青森県立保健大学,アオモリケンリツホケンダイガク,健康科学部
167,1,1,752,991,1,青森県立保健大学,アオモリケンリツホケンダイガク,その他文系学部
168,1,1,752,992,2,青森県立保健大学,アオモリケンリツホケンダイガク,その他理系学部
169,0,1,7752,729,1,青森県立保健大学大学院,アオモリケンリツホケンダイガクダイガクイン,健康科学研究科
170,0,1,7752,994,1,青森県立保健大学大学院,アオモリケンリツホケンダイガクダイガクイン,その他文系研究科
171,0,1,7752,995,2,青森県立保健大学大学院,アオモリケンリツホケンダイガクダイガクイン,その他理系研究科
172,1,1,14,10,1,青森公立大学,アオモリコウリツダイガク,経営経済学部
173,1,1,14,991,1,青森公立大学,アオモリコウリツダイガク,その他文系学部
174,1,1,14,992,2,青森公立大学,アオモリコウリツダイガク,その他理系学部
175,0,1,7014,708,1,青森公立大学大学院,アオモリコウリツダイガクダイガクイン,経営経済学研究科
176,0,1,7014,994,1,青森公立大学大学院,アオモリコウリツダイガクダイガクイン,その他文系研究科
177,0,1,7014,995,2,青森公立大学大学院,アオモリコウリツダイガクダイガクイン,その他理系研究科
178,1,2,221,7,1,青森大学,アオモリダイガク,経営学部
179,1,2,221,16,1,青森大学,アオモリダイガク,社会学部
180,1,2,221,161,2,青森大学,アオモリダイガク,薬学部
181,1,2,221,331,1,青森大学,アオモリダイガク,総合経営学部
182,1,2,221,626,2,青森大学,アオモリダイガク,ソフトウェア情報学部
183,1,2,221,991,1,青森大学,アオモリダイガク,その他文系学部
184,1,2,221,992,2,青森大学,アオモリダイガク,その他理系学部
185,1,2,220,619,1,青森中央学院大学,アオモリチユウオウガクインダイガク,経営法学部
186,1,2,220,693,2,青森中央学院大学,アオモリチユウオウガクインダイガク,看護学部
187,1,2,220,991,1,青森中央学院大学,アオモリチユウオウガクインダイガク,その他文系学部
188,1,2,220,992,2,青森中央学院大学,アオモリチユウオウガクインダイガク,その他理系学部
189,0,2,7220,230,1,青森中央学院大学大学院,アオモリチユウオウガクインダイガクダイガクイン,地域マネジメント研究科
190,0,2,7220,994,1,青森中央学院大学大学院,アオモリチユウオウガクインダイガクダイガクイン,その他文系研究科
191,0,2,7220,995,2,青森中央学院大学大学院,アオモリチユウオウガクインダイガクダイガクイン,その他理系研究科
192,1,2,325,1,1,青山学院大学,アオヤマガクインダイガク,法学部
193,1,2,325,4,1,青山学院大学,アオヤマガクインダイガク,経済学部
194,1,2,325,7,1,青山学院大学,アオヤマガクインダイガク,経営学部
195,1,2,325,32,1,青山学院大学,アオヤマガクインダイガク,国際政治経済学部
196,1,2,325,41,1,青山学院大学,アオヤマガクインダイガク,文学部
197,1,2,325,64,1,青山学院大学,アオヤマガクインダイガク,社会情報学部
198,1,2,325,09S,1,青山学院大学,アオヤマガクインダイガク,総合文化政策学部
199,1,2,325,102,2,青山学院大学,アオヤマガクインダイガク,理工学部
200,1,2,325,630,1,青山学院大学,アオヤマガクインダイガク,教育人間科学部
201,1,2,325,716,1,青山学院大学,アオヤマガクインダイガク,地球社会共生学部
202,1,2,325,945,1,青山学院大学,アオヤマガクインダイガク,コミュニティ人間科学部
203,1,2,325,991,1,青山学院大学,アオヤマガクインダイガク,その他文系学部
204,1,2,325,992,2,青山学院大学,アオヤマガクインダイガク,その他理系学部
205,0,2,7325,00R,1,青山学院大学大学院,アオヤマガクインダイガクダイガクイン,会計プロフェッション研究科
206,0,2,7325,09R,1,青山学院大学大学院,アオヤマガクインダイガクダイガクイン,総合文化政策学研究科
207,0,2,7325,11T,1,青山学院大学大学院,アオヤマガクインダイガクダイガクイン,教育人間科学研究科
208,0,2,7325,219,1,青山学院大学大学院,アオヤマガクインダイガクダイガクイン,法務研究科
209,0,2,7325,608,1,青山学院大学大学院,アオヤマガクインダイガクダイガクイン,国際マネジメント研究科
210,0,2,7325,640,1,青山学院大学大学院,アオヤマガクインダイガクダイガクイン,社会情報学研究科
211,0,2,7325,702,1,青山学院大学大学院,アオヤマガクインダイガクダイガクイン,経営学研究科
212,0,2,7325,714,1,青山学院大学大学院,アオヤマガクインダイガクダイガクイン,経済学研究科
213,0,2,7325,767,1,青山学院大学大学院,アオヤマガクインダイガクダイガクイン,国際政治経済学研究科
214,0,2,7325,929,1,青山学院大学大学院,アオヤマガクインダイガクダイガクイン,文学研究科
215,0,2,7325,942,1,青山学院大学大学院,アオヤマガクインダイガクダイガクイン,法学研究科
216,0,2,7325,963,2,青山学院大学大学院,アオヤマガクインダイガクダイガクイン,理工学研究科
217,0,2,7325,994,1,青山学院大学大学院,アオヤマガクインダイガクダイガクイン,その他文系研究科
218,0,2,7325,995,2,青山学院大学大学院,アオヤマガクインダイガクダイガクイン,その他理系研究科
219,1,2,863,695,1,秋田看護福祉大学,アキタカンゴフクシダイガク,看護福祉学部
220,1,2,863,695,2,秋田看護福祉大学,アキタカンゴフクシダイガク,看護福祉学部
221,1,2,863,991,1,秋田看護福祉大学,アキタカンゴフクシダイガク,その他文系学部
222,1,2,863,992,2,秋田看護福祉大学,アキタカンゴフクシダイガク,その他理系学部
223,1,1,753,88,2,秋田県立大学,アキタケンリツダイガク,システム科学技術学部
224,1,1,753,88,1,秋田県立大学,アキタケンリツダイガク,システム科学技術学部
225,1,1,753,864,2,秋田県立大学,アキタケンリツダイガク,生物資源科学部
226,1,1,753,991,1,秋田県立大学,アキタケンリツダイガク,その他文系学部
227,1,1,753,992,2,秋田県立大学,アキタケンリツダイガク,その他理系学部
228,0,1,7753,330,1,秋田県立大学大学院,アキタケンリツダイガクダイガクイン,生物資源科学研究科
229,0,1,7753,330,2,秋田県立大学大学院,アキタケンリツダイガクダイガクイン,生物資源科学研究科
230,0,1,7753,457,2,秋田県立大学大学院,アキタケンリツダイガクダイガクイン,システム科学技術研究科
231,0,1,7753,457,1,秋田県立大学大学院,アキタケンリツダイガクダイガクイン,システム科学技術研究科
232,0,1,7753,994,1,秋田県立大学大学院,アキタケンリツダイガクダイガクイン,その他文系研究科
233,0,1,7753,995,2,秋田県立大学大学院,アキタケンリツダイガクダイガクイン,その他理系研究科
234,1,1,189,86,1,秋田公立美術大学,アキタコウリツビジユツダイガク,美術学部
235,1,1,189,991,1,秋田公立美術大学,アキタコウリツビジユツダイガク,その他文系学部
236,1,1,189,992,2,秋田公立美術大学,アキタコウリツビジユツダイガク,その他理系学部
237,0,1,7189,400,1,秋田公立美術大学大学院,アキタコウリツビジユツダイガクダイガクイン,複合芸術研究科
238,0,1,7189,994,1,秋田公立美術大学大学院,アキタコウリツビジユツダイガクダイガクイン,その他文系研究科
239,0,1,7189,995,2,秋田公立美術大学大学院,アキタコウリツビジユツダイガクダイガクイン,その他理系研究科
240,1,1,17,102,2,秋田大学,アキタダイガク,理工学部
241,1,1,17,171,2,秋田大学,アキタダイガク,医学部
242,1,1,17,617,2,秋田大学,アキタダイガク,工学資源学部
243,1,1,17,620,1,秋田大学,アキタダイガク,教育文化学部
244,1,1,17,673,1,秋田大学,アキタダイガク,国際資源学部
245,1,1,17,673,2,秋田大学,アキタダイガク,国際資源学部
246,1,1,17,991,1,秋田大学,アキタダイガク,その他文系学部
247,1,1,17,992,2,秋田大学,アキタダイガク,その他理系学部
248,0,1,7017,486,2,秋田大学大学院,アキタダイガクダイガクイン,工学資源学研究科
249,0,1,7017,663,2,秋田大学大学院,アキタダイガクダイガクイン,医学系研究科
250,0,1,7017,663,1,秋田大学大学院,アキタダイガクダイガクイン,医学系研究科
251,0,1,7017,697,1,秋田大学大学院,アキタダイガクダイガクイン,教育学研究科
252,0,1,7017,781,2,秋田大学大学院,アキタダイガクダイガクイン,国際資源学研究科
253,0,1,7017,963,2,秋田大学大学院,アキタダイガクダイガクイン,理工学研究科
254,0,1,7017,994,1,秋田大学大学院,アキタダイガクダイガクイン,その他文系研究科
255,0,1,7017,995,2,秋田大学大学院,アキタダイガクダイガクイン,その他理系研究科
256,1,1,850,171,2,旭川医科大学,アサヒカワイカダイガク,医学部
257,1,1,850,991,1,旭川医科大学,アサヒカワイカダイガク,その他文系学部
258,1,1,850,992,2,旭川医科大学,アサヒカワイカダイガク,その他理系学部
259,0,1,7850,663,2,旭川医科大学大学院,アサヒカワイカダイガクダイガクイン,医学系研究科
260,0,1,7850,994,1,旭川医科大学大学院,アサヒカワイカダイガクダイガクイン,その他文系研究科
261,0,1,7850,995,2,旭川医科大学大学院,アサヒカワイカダイガクダイガクイン,その他理系研究科
262,1,2,201,4,1,旭川大学,アサヒカワダイガク,経済学部
263,1,2,201,162,1,旭川大学,アサヒカワダイガク,保健福祉学部
264,1,2,201,162,2,旭川大学,アサヒカワダイガク,保健福祉学部
265,1,2,201,991,1,旭川大学,アサヒカワダイガク,その他文系学部
266,1,2,201,992,2,旭川大学,アサヒカワダイガク,その他理系学部
267,0,2,7201,335,1,旭川大学大学院,アサヒカワダイガクダイガクイン,地域政策研究科
268,0,2,7201,714,1,旭川大学大学院,アサヒカワダイガクダイガクイン,経済学研究科
269,0,2,7201,994,1,旭川大学大学院,アサヒカワダイガクダイガクイン,その他文系研究科
270,0,2,7201,995,2,旭川大学大学院,アサヒカワダイガクダイガクイン,その他理系研究科
271,1,2,478,1,1,朝日大学,アサヒダイガク,法学部
272,1,2,478,7,1,朝日大学,アサヒダイガク,経営学部
273,1,2,478,774,2,朝日大学,アサヒダイガク,歯学部
274,1,2,478,938,2,朝日大学,アサヒダイガク,保健医療学部
275,1,2,478,991,1,朝日大学,アサヒダイガク,その他文系学部
276,1,2,478,992,2,朝日大学,アサヒダイガク,その他理系学部
277,0,2,7478,702,1,朝日大学大学院,アサヒダイガクダイガクイン,経営学研究科
278,0,2,7478,773,2,朝日大学大学院,アサヒダイガクダイガクイン,歯学研究科
279,0,2,7478,942,1,朝日大学大学院,アサヒダイガクダイガクイン,法学研究科
280,0,2,7478,994,1,朝日大学大学院,アサヒダイガクダイガクイン,その他文系研究科
281,0,2,7478,995,2,朝日大学大学院,アサヒダイガクダイガクイン,その他理系研究科
282,1,2,431,09I,2,麻布大学,アザブダイガク,生命・環境科学部
283,1,2,431,124,2,麻布大学,アザブダイガク,獣医学部
284,1,2,431,991,1,麻布大学,アザブダイガク,その他文系学部
285,1,2,431,992,2,麻布大学,アザブダイガク,その他理系学部
286,0,2,7431,691,2,麻布大学大学院,アザブダイガクダイガクイン,環境保健学研究科
287,0,2,7431,691,1,麻布大学大学院,アザブダイガクダイガクイン,環境保健学研究科
288,0,2,7431,790,2,麻布大学大学院,アザブダイガクダイガクイン,獣医学研究科
289,0,2,7431,994,1,麻布大学大学院,アザブダイガクダイガクイン,その他文系研究科
290,0,2,7431,995,2,麻布大学大学院,アザブダイガクダイガクイン,その他理系研究科
291,1,2,326,1,1,亜細亜大学,アジアダイガク,法学部
292,1,2,326,4,1,亜細亜大学,アジアダイガク,経済学部
293,1,2,326,7,1,亜細亜大学,アジアダイガク,経営学部
294,1,2,326,31,1,亜細亜大学,アジアダイガク,国際関係学部
295,1,2,326,815,1,亜細亜大学,アジアダイガク,都市創造学部
296,1,2,326,991,1,亜細亜大学,アジアダイガク,その他文系学部
297,1,2,326,992,2,亜細亜大学,アジアダイガク,その他理系学部
298,0,2,7326,03F,1,亜細亜大学大学院,アジアダイガクダイガクイン,アジア・国際経営戦略研究科
299,0,2,7326,714,1,亜細亜大学大学院,アジアダイガクダイガクイン,経済学研究科
300,0,2,7326,942,1,亜細亜大学大学院,アジアダイガクダイガクイン,法学研究科
301,0,2,7326,994,1,亜細亜大学大学院,アジアダイガクダイガクイン,その他文系研究科
302,0,2,7326,995,2,亜細亜大学大学院,アジアダイガクダイガクイン,その他理系研究科
303,1,2,251,103,2,足利工業大学,アシカガコウギヨウダイガク,工学部
304,1,2,251,693,2,足利工業大学,アシカガコウギヨウダイガク,看護学部
305,1,2,251,991,1,足利工業大学,アシカガコウギヨウダイガク,その他文系学部
306,1,2,251,992,2,足利工業大学,アシカガコウギヨウダイガク,その他理系学部
307,0,2,7251,739,2,足利工業大学大学院,アシカガコウギヨウダイガクダイガクイン,工学研究科
308,0,2,7251,994,1,足利工業大学大学院,アシカガコウギヨウダイガクダイガクイン,その他文系研究科
309,0,2,7251,995,2,足利工業大学大学院,アシカガコウギヨウダイガクダイガクイン,その他理系研究科
310,1,2,209,103,2,足利大学,アシカガダイガク,工学部
311,1,2,209,693,2,足利大学,アシカガダイガク,看護学部
312,1,2,209,991,1,足利大学,アシカガダイガク,その他文系学部
313,1,2,209,992,2,足利大学,アシカガダイガク,その他理系学部
314,0,2,7209,739,2,足利大学大学院,アシカガダイガクダイガクイン,工学研究科
315,0,2,7209,994,1,足利大学大学院,アシカガダイガクダイガクイン,その他文系研究科
316,0,2,7209,995,2,足利大学大学院,アシカガダイガクダイガクイン,その他理系研究科
317,1,2,601,0,1,芦屋大学,アシヤダイガク,臨床教育学部
318,1,2,601,0EH,1,芦屋大学,アシヤダイガク,経営教育学部
319,1,2,601,991,1,芦屋大学,アシヤダイガク,その他文系学部
320,1,2,601,992,2,芦屋大学,アシヤダイガク,その他理系学部
321,0,2,7601,697,1,芦屋大学大学院,アシヤダイガクダイガクイン,教育学研究科
322,0,2,7601,994,1,芦屋大学大学院,アシヤダイガクダイガクイン,その他文系研究科
323,0,2,7601,995,2,芦屋大学大学院,アシヤダイガクダイガクイン,その他理系研究科
324,1,2,301,41,1,跡見学園女子大学,アトミガクエンジヨシダイガク,文学部
